listing_id,bedrooms,bathrooms,accommodates,room_type,neighborhood,description,price
listing2414,3,2,4,Entire home/apt,Waterfront,Quiet street. comfortable and clean. parking available nearby. reliable wifi. convenient location.,279.49
listing2415,4,2,5,Entire home/apt,Waterfront,Spacious and bright. high-end appliances. modern finishes throughout. easy check-in process.,301.16
listing2416,4,2,5,Entire home/apt,Uptown,Recently renovated. modern finishes throughout. responsive host.,292.11
listing2417,3,3,4,Entire home/apt,Waterfront,Reliable wifi. standard kitchen and bath. well maintained. parking available nearby.,267.98
listing2418,5,3,11,Entire home/apt,Downtown,"Responsive host. quiet street. shared bathroom down the hall. basic amenities. thin walls, budget option.",293.0
listing2419,3,2,4,Private room,Uptown,Easy check-in process. recently renovated. walk to great restaurants. spacious and bright.,214.84
listing2420,5,1,11,Entire home/apt,Waterfront,Comfortable and clean. well maintained. reliable wifi. close to public transit. great for a short stay.,323.59
listing2421,5,3,11,Private room,Waterfront,Convenient location. well maintained. parking available nearby.,258.59
listing2422,3,1,7,Entire home/apt,Suburb,Close to public transit. comfortable and clean. reliable wifi. easy check-in process.,204.33
listing2423,4,2,5,Entire home/apt,Downtown,Reliable wifi. easy check-in process. comfortable and clean.,244.63
listing2424,2,2,3,Private room,Downtown,Spacious and bright. walk to great restaurants. parking available nearby.,199.19
listing2425,5,1,11,Private room,Downtown,Quiet street. a bit dated but functional. shared bathroom down the hall.,194.47
listing2426,4,2,5,Entire home/apt,Downtown,Well maintained. easy check-in process. comfortable and clean. convenient location.,264.76
listing2427,5,1,6,Private room,Downtown,Recently renovated. close to public transit. high-end appliances. spacious and bright.,233.78
listing2428,2,1,5,Entire home/apt,Uptown,"A bit dated but functional. parking available nearby. thin walls, budget option. close to public transit. shared bathroom down the hall.",175.86
listing2429,4,2,9,Entire home/apt,Uptown,Comfortable and clean. convenient location. great for a short stay. close to public transit.,242.64
listing2430,3,1,7,Private room,Waterfront,Quiet street. modern finishes throughout. recently renovated. walk to great restaurants.,233.78
listing2431,1,3,2,Entire home/apt,Uptown,Modern finishes throughout. responsive host. walk to great restaurants.,216.28
listing2432,1,1,3,Entire home/apt,Downtown,Comfortable and clean. reliable wifi. parking available nearby.,184.8
listing2433,3,2,4,Entire home/apt,Waterfront,Recently renovated. spacious and bright. responsive host. walk to great restaurants. parking available nearby.,308.86
listing2434,2,3,5,Entire home/apt,Downtown,No frills stay. easy check-in process. basic amenities.,218.06
listing2435,1,1,3,Entire home/apt,Suburb,Reliable wifi. quiet street. well maintained. easy check-in process.,163.79
listing2436,3,3,7,Entire home/apt,Downtown,Marble bathroom and premium linens. parking available nearby. private rooftop access. stunning skyline view.,375.72
listing2437,4,3,9,Shared room,Uptown,Walk to great restaurants. recently renovated. close to public transit.,213.73
listing2438,2,3,3,Private room,Suburb,Well maintained. easy check-in process. standard kitchen and bath. reliable wifi.,140.99
listing2439,5,1,6,Entire home/apt,Waterfront,Standard kitchen and bath. close to public transit. reliable wifi. comfortable and clean.,271.41
listing2440,4,3,5,Entire home/apt,Waterfront,Comfortable and clean. responsive host. convenient location. quiet street.,295.95
listing2441,3,3,4,Private room,Waterfront,"A bit dated but functional. close to public transit. shared bathroom down the hall. responsive host. thin walls, budget option.",164.08
listing2442,5,3,11,Entire home/apt,Downtown,Walk to great restaurants. parking available nearby. modern finishes throughout. recently renovated.,347.84
listing2443,3,1,4,Entire home/apt,Waterfront,Quiet street. recently renovated. high-end appliances. modern finishes throughout. responsive host.,292.37
listing2444,1,3,3,Private room,Suburb,Great for a short stay. easy check-in process. standard kitchen and bath. convenient location.,116.34
listing2445,1,1,2,Entire home/apt,Suburb,Easy check-in process. well maintained. convenient location. quiet street.,156.98
listing2446,5,2,6,Entire home/apt,Uptown,Responsive host. comfortable and clean. standard kitchen and bath.,271.58
listing2447,5,2,6,Entire home/apt,Uptown,"Great for a short stay. thin walls, budget option. no frills stay.",240.58
listing2448,4,2,9,Entire home/apt,Suburb,Recently renovated. spacious and bright. quiet street. close to public transit.,284.32
listing2449,1,2,3,Entire home/apt,Uptown,Reliable wifi. great for a short stay. standard kitchen and bath. responsive host. comfortable and clean.,188.65
listing2450,2,1,5,Private room,Downtown,Close to public transit. a bit dated but functional. no frills stay. basic amenities. responsive host.,132.5
listing2451,1,2,2,Entire home/apt,Downtown,Convenient location. close to public transit. comfortable and clean. standard kitchen and bath.,203.45
listing2452,1,3,2,Private room,Downtown,Five-star concierge service. responsive host. stunning skyline view.,246.11
listing2453,2,2,5,Private room,Uptown,"Parking available nearby. basic amenities. no frills stay. thin walls, budget option.",96.47
listing2454,3,1,7,Entire home/apt,Downtown,Easy check-in process. standard kitchen and bath. well maintained. reliable wifi.,245.42
listing2455,1,3,2,Entire home/apt,Downtown,Close to public transit. convenient location. responsive host. standard kitchen and bath.,194.39
listing2456,5,1,11,Entire home/apt,Downtown,"Quiet street. a bit dated but functional. thin walls, budget option. shared bathroom down the hall.",272.32
listing2457,3,2,4,Private room,Suburb,Comfortable and clean. parking available nearby. well maintained. great for a short stay.,154.7
listing2458,2,2,3,Entire home/apt,Downtown,Easy check-in process. reliable wifi. close to public transit. standard kitchen and bath.,217.31
listing2459,3,2,7,Private room,Downtown,"Responsive host. parking available nearby. thin walls, budget option. basic amenities.",163.53
listing2460,4,3,5,Private room,Uptown,"Shared bathroom down the hall. thin walls, budget option. parking available nearby. no frills stay.",171.08
listing2461,2,2,3,Private room,Downtown,High-end appliances. spacious and bright. quiet street.,173.19
listing2462,1,3,3,Shared room,Suburb,Reliable wifi. great for a short stay. quiet street. well maintained. convenient location.,73.73
listing2463,1,1,3,Private room,Suburb,Parking available nearby. comfortable and clean. convenient location.,89.37
listing2464,5,3,6,Private room,Uptown,Standard kitchen and bath. responsive host. close to public transit. comfortable and clean.,179.24
listing2465,1,2,2,Private room,Uptown,Easy check-in process. spacious and bright. walk to great restaurants.,144.28
listing2466,4,1,9,Private room,Uptown,Spacious and bright. walk to great restaurants. great for a short stay. modern finishes throughout.,241.21
listing2467,2,1,5,Private room,Downtown,Responsive host. great for a short stay. high-end appliances. walk to great restaurants.,208.04
listing2468,4,3,9,Shared room,Downtown,Comfortable and clean. standard kitchen and bath. reliable wifi. easy check-in process.,207.49
listing2469,1,2,3,Entire home/apt,Downtown,Convenient location. standard kitchen and bath. great for a short stay.,215.59
listing2470,5,2,6,Private room,Downtown,Easy check-in process. parking available nearby. standard kitchen and bath. well maintained.,226.58
listing2471,4,1,9,Entire home/apt,Waterfront,Convenient location. parking available nearby. comfortable and clean.,289.66
listing2472,3,2,4,Private room,Downtown,Quiet street. responsive host. standard kitchen and bath. reliable wifi. comfortable and clean.,176.21
listing2473,2,3,3,Entire home/apt,Downtown,"Thin walls, budget option. a bit dated but functional. no frills stay. easy check-in process.",204.39
listing2474,5,1,11,Private room,Uptown,Well maintained. easy check-in process. comfortable and clean. quiet street. reliable wifi.,206.41
listing2475,2,2,3,Private room,Uptown,Convenient location. close to public transit. well maintained. parking available nearby. comfortable and clean.,153.16
listing2476,3,2,7,Shared room,Downtown,"Responsive host. no frills stay. thin walls, budget option.",155.26
listing2477,2,3,3,Entire home/apt,Downtown,Great for a short stay. standard kitchen and bath. convenient location. quiet street. well maintained.,249.56
listing2478,2,1,5,Private room,Downtown,Recently renovated. modern finishes throughout. close to public transit. spacious and bright.,191.1
listing2479,3,2,7,Private room,Downtown,Standard kitchen and bath. comfortable and clean. close to public transit.,180.55
listing2480,1,3,2,Shared room,Suburb,Responsive host. great for a short stay. recently renovated. spacious and bright. walk to great restaurants.,131.32
listing2481,1,1,2,Shared room,Suburb,Quiet street. well maintained. standard kitchen and bath. reliable wifi.,62.53
listing2482,2,3,5,Private room,Uptown,Close to public transit. walk to great restaurants. modern finishes throughout.,199.94
listing2483,1,3,2,Private room,Uptown,High-end appliances. walk to great restaurants. spacious and bright. parking available nearby.,158.4
listing2484,3,3,4,Entire home/apt,Waterfront,"Thin walls, budget option. shared bathroom down the hall. parking available nearby.",240.11
listing2485,5,2,6,Shared room,Waterfront,Stunning skyline view. quiet street. parking available nearby. marble bathroom and premium linens. private rooftop access.,285.98
listing2486,1,3,3,Entire home/apt,Downtown,"Responsive host. thin walls, budget option. shared bathroom down the hall. a bit dated but functional. close to public transit.",192.61
listing2487,1,3,2,Private room,Downtown,Responsive host. standard kitchen and bath. comfortable and clean. close to public transit. reliable wifi.,162.55
listing2488,1,3,3,Private room,Uptown,Parking available nearby. high-end appliances. quiet street. recently renovated. spacious and bright.,189.57
listing2489,3,2,4,Entire home/apt,Waterfront,Convenient location. great for a short stay. quiet street. well maintained. standard kitchen and bath.,263.5
listing2490,2,2,3,Entire home/apt,Downtown,Close to public transit. comfortable and clean. reliable wifi. quiet street. well maintained.,206.42
listing2491,3,2,4,Entire home/apt,Downtown,Easy check-in process. standard kitchen and bath. well maintained. parking available nearby.,247.37
listing2492,1,1,3,Private room,Uptown,Responsive host. shared bathroom down the hall. a bit dated but functional.,105.68
listing2493,2,3,3,Entire home/apt,Downtown,"Close to public transit. basic amenities. easy check-in process. thin walls, budget option.",192.58
listing2494,3,3,4,Entire home/apt,Uptown,"Close to public transit. thin walls, budget option. no frills stay. great for a short stay.",204.29
listing2495,3,2,7,Private room,Waterfront,"Basic amenities. parking available nearby. great for a short stay. thin walls, budget option.",188.96
